bookingStatus,status1Day,status1Month,status1Week,status2Days,labels,travelClass
75,41.1812942532521,40.13770644335892,9.0,50.0,1,3
73,41.1812942532521,40.13770644335892,7.0,48.0,1,3
76,41.1812942532521,40.13770644335892,42.39598732840549,41.076940084015035,1,3
74,41.1812942532521,40.13770644335892,42.39598732840549,5.0,1,3
19,41.1812942532521,40.13770644335892,42.39598732840549,41.076940084015035,1,3
58,11.0,40.13770644335892,42.39598732840549,41.076940084015035,0,1
19,41.1812942532521,40.13770644335892,42.39598732840549,20.0,0,3
26,41.1812942532521,40.13770644335892,9.0,10.0,0,1
59,63.0,40.13770644335892,42.39598732840549,41.076940084015035,0,3
2,41.1812942532521,40.13770644335892,42.39598732840549,2.0,0,3
69,41.1812942532521,40.13770644335892,42.39598732840549,37.0,0,3
17,41.1812942532521,40.13770644335892,42.39598732840549,8.0,1,3
